barcode,dateaccessioned,booksellerid,homebranch,price,replacementprice,itemcallnumber,holdingbranch,title,author,isbn
3001,2018-08-07,,FING,,,41,FING,Programas y resúmenes.,,
2088,2018-08-07,,FING,,,41,FING,Comunicaçoes científicas /,,
2248,2018-08-07,,FING,,,41,FING,Comunicaçoes científicas /,,
2086,2018-08-07,,FING,,,41,FING,Reunión científica.,,
3002,2018-08-07,,FING,,,41,FING,Reunión científica.,,
4363,2018-08-07,,FING,,,41,FING,Reunión científica.,,
4383,2018-08-07,,FING,,,59,FING,Ponencias.,,
3587,2018-08-07,,FING,,,7,FING,Material didáctico.,,
L466,2018-08-07,,FING,,,41,FING,Resúmenes de ponencias.,,
L467,2018-08-07,,FING,,,41,FING,Cuaderno de resúmenes.,,9506981191
4617,2018-08-07,,FING,,,56,FING,Congress proceedings.,,
4618,2018-08-07,,FING,,,56,FING,Congress proceedings.,,
4619,2018-08-07,,FING,,,56,FING,Congress proceedings.,,
3586,2018-08-07,,FING,,,7,FING,Material didáctico.,,9800735615
4632,2018-08-07,,FING,,,83,FING,Ensayos.,,9506981469
5073,2018-08-07,,FING,,,83,FING,Encuentro Provincial de Escritores Entrerrianos.,,9789506982188
5282,2018-08-07,,FING,,,49,FING,Plan Fénix. Propuestas para el desarrollo con equidad.,,9789506982140
5302,2018-08-07,,FING,,,59,FING,[Resúmenes].,,9789506982348
5303,2018-08-07,,FING,,,AI2,FING,[Ponencias].,,9789879350836
5304,2018-08-07,,FING,,,AI2,FING,[Ponencias].,,9789879350836
5725,2018-08-07,,FING,,,99,FING,Educação para uma vida sustentável.Educação como direito humano :,"Favarão, Maria José",9788561910747
5773,2018-08-07,,FING,,,49,FING,Plan Fénix. Poder y territorio :,,9789876576369
5878,2018-08-07,,FING,,,49,FING,Resúmenes.,,9789871450954
3296,2018-08-07,,FING,,,56,FING,Memorias.,,
5985,2018-08-07,,FING,,,56,FING,Memorias.,,
6135,2018-08-07,,FING,,,43,FING,Microwave :,"Clark, David E.",1574980254
6136,2018-08-07,,FING,,,43,FING,Microwave :,"Clark, David E.",157498103X
6137,2018-08-07,,FING,,,43,FING,Microwaves :,"Clark, David E.",0944904432
6138,2018-08-07,,FING,,,43,FING,Microwaves :,"Clark, David E.",0944904661
6139,2018-08-07,,FING,,,43,FING,Microwaves :,"Clark, David E.",1574980025
2920,2018-08-07,,FING,,,59,FING,Anales.,,
3658,2018-08-07,,FING,,,59,FING,Resumo.,,
2389,2018-08-07,,FING,,,56,FING,Actas.,,
2918,2018-08-07,,FING,,,56,FING,Actas.,,
2448,2018-08-07,,FING,,,56,FING,Trabajos publicados.,,
6324,2018-08-07,,FING,,,30,FING,Programa y libro de resúmenes.,"Torres, M. E.",9789506982799
2498,2018-08-07,,FING,,,41,FING,Proceedings.,"Lorenten, Oivind",9090051678
2261,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
2257,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
2254,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
2259,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
2260,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2266,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2272,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2268,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2271,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2333,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2255,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2258,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2273,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2262,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2264,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2270,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2263,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2265,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2269,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
F46,2018-08-07,,FING,,,S1,FING,[Exposiciones].,,
3732,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 1999.,,9506980918.0
3810,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2000.,,9506980950.0
3967,2018-08-07,,FING,,,59,FING,Anuario de las actividades científicas y técnicas (1999/2000).,,9506980985.0
4420,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2002 /,,
4565,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2003 /,,
4650,2018-08-07,,FING,,,38,FING,[Anuario 2005].,,
4807,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2004 /,,
4893,2018-08-07,,FING,,,38,FING,[Anuario AADAIH'06].,,
4894,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2005.,"Larrazábal, Hugo Rómulo",
4895,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2005.,"Larrazábal, Hugo Rómulo",
5258,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2007.,"Arbelo, Juan Manuel",
6065,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2012.,"Arbelo, Juan Manuel",
6202,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2013.,"Arbelo, Juan Manuel",
4047,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2001.,"Larrazábal, Hugo Rómulo",
4048,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2001.,"Larrazábal, Hugo Rómulo",
